                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     92,                 1.0771,                0.87498,                 1.0651,                0.75906,                0.74962,                0.80115,                0.53149,                 1.2857,                 1.4129,                 1.2447,             0.00069313,             0.00069313,             0.00069313
                     93,                 1.1877,                0.94134,                 1.1961,                  0.713,                  0.875,                   0.82,                0.56556,                 1.2572,                 1.0545,                 1.2264,             0.00068694,             0.00068694,             0.00068694
                     94,                 1.1047,                0.87671,                 1.1085,                0.88794,                0.79167,                0.93149,                0.65398,                 1.1984,                0.81236,                 1.1933,             0.00068075,             0.00068075,             0.00068075
                     95,                 1.0464,                0.86398,                 1.1704,                0.76672,                0.93875,                0.94483,                0.60099,                 1.2713,                0.84875,                 1.2317,             0.00067456,             0.00067456,             0.00067456
                     96,                 1.1235,                0.91034,                 1.1524,                0.73508,                0.91667,                0.89936,                0.60901,                 1.2302,                0.93071,                 1.1935,             0.00066838,             0.00066838,             0.00066838
                     97,                  1.094,                0.89977,                 1.1235,                0.70809,                0.89179,                0.86772,                0.59887,                 1.2081,                 1.0273,                 1.1748,             0.00066219,             0.00066219,             0.00066219
                     98,                 1.0714,                0.84979,                  1.131,                0.63257,                0.88344,                0.71531,                0.47283,                 1.2086,                 1.2579,                 1.1654,               0.000656,               0.000656,               0.000656
                     99,                 1.0117,                0.81341,                  1.098,                0.61973,                0.85429,                0.73459,                0.51628,                 1.1783,                 1.2432,                 1.1512,             0.00064981,             0.00064981,             0.00064981
                    100,                 1.0673,                0.82203,                 1.1685,                0.71915,                 0.8505,                0.82635,                 0.5488,                 1.2312,                 1.1629,                 1.2096,             0.00064362,             0.00064362,             0.00064362
                    101,                  1.094,                0.86329,                  1.118,                0.76922,                  0.875,                0.83546,                0.57313,                  1.229,                 1.0266,                 1.1951,             0.00063744,             0.00063744,             0.00063744
                    102,                 1.0987,                0.86137,                 1.1596,                0.79863,                0.80827,                0.83676,                0.57682,                 1.1649,                 1.1244,                 1.1742,             0.00063125,             0.00063125,             0.00063125
                    103,                0.99247,                 0.7929,                 1.1119,                0.79832,                0.82368,                0.84661,                0.60354,                 1.1716,                 1.0105,                 1.1996,             0.00062506,             0.00062506,             0.00062506
