                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    133,                0.79849,                0.83588,                 1.3816,                0.98599,                0.99219,                0.99443,                0.88843,                0.53159,                 0.5679,                 1.1564,             0.00092577,             0.00092577,             0.00092577
                    134,                0.84138,                0.85497,                 1.4243,                0.96729,                 0.9778,                0.98983,                0.87234,                0.55477,                0.59005,                 1.1918,              0.0009233,              0.0009233,              0.0009233
                    135,                0.79752,                0.86864,                 1.3958,                0.94759,                0.96358,                0.98045,                0.84146,                0.61421,                0.60931,                 1.2299,             0.00092083,             0.00092083,             0.00092083
                    136,                0.82356,                0.84112,                 1.4195,                0.98654,                0.99049,                0.99456,                 0.8687,                0.58837,                0.59291,                 1.2027,             0.00091835,             0.00091835,             0.00091835
                    137,                 0.7655,                0.88441,                  1.371,                0.89857,                0.98245,                0.99315,                0.88794,                0.53011,                0.60052,                 1.1711,             0.00091588,             0.00091588,             0.00091588
                    138,                0.78108,                0.84474,                 1.4023,                0.97631,                0.98284,                0.99292,                0.87103,                0.57514,                0.57223,                 1.1976,              0.0009134,              0.0009134,              0.0009134
                    139,                0.77809,                0.84747,                 1.3996,                0.94046,                0.96469,                  0.995,                0.88085,                0.56773,                0.60929,                 1.1951,             0.00091092,             0.00091092,             0.00091092
                    140,                0.78248,                0.90166,                 1.4002,                0.89559,                0.96877,                  0.995,                 0.8837,                0.54127,                0.63313,                 1.1786,             0.00090845,             0.00090845,             0.00090845
                    141,                0.78448,                0.88301,                 1.3918,                0.95635,                0.97137,                  0.995,                0.88231,                0.56307,                0.59146,                  1.198,             0.00090597,             0.00090597,             0.00090597
                    142,                0.78632,                0.83786,                 1.3673,                0.93472,                0.86318,                0.96132,                0.84189,                0.55621,                0.67838,                  1.196,              0.0009035,              0.0009035,              0.0009035
                    143,                0.74424,                0.80523,                 1.3508,                0.93006,                0.86552,                0.98453,                0.89642,                0.45599,                0.66039,                 1.1161,             0.00090103,             0.00090103,             0.00090103
                    144,                0.79455,                0.78138,                 1.4016,                0.94024,                0.98508,                0.99467,                0.90362,                0.47311,                0.58029,                 1.1191,             0.00089855,             0.00089855,             0.00089855
                    145,                0.77104,                0.84162,                 1.3446,                0.98549,                0.99827,                  0.995,                0.87636,                0.54033,                0.55099,                 1.1659,             0.00089607,             0.00089607,             0.00089607
                    146,                0.75904,                0.79023,                 1.3373,                0.90175,                0.94152,                 0.9711,                0.85116,                0.54072,                0.63587,                 1.1737,              0.0008936,              0.0008936,              0.0008936
                    147,                0.73537,                0.81256,                 1.3712,                0.90183,                0.95884,                0.98545,                0.89252,                0.45662,                0.56615,                 1.1104,             0.00089112,             0.00089112,             0.00089112
                    148,                0.74721,                 0.8292,                 1.3769,                0.99205,                      1,                  0.995,                0.90938,                0.49718,                0.50002,                 1.1293,             0.00088865,             0.00088865,             0.00088865
                    149,                0.78158,                0.86843,                 1.3517,                0.98918,                0.99755,                  0.995,                0.87529,                0.56603,                0.50493,                 1.1729,             0.00088618,             0.00088618,             0.00088618
